id,i1,f1,s1,s2,b1,t1,d1,dec1,nul1
36731,937291,629.07,val-731,unique-00036731,false,2020-01-01T10:12:11.000731Z,2022-01-01,367.31,231
36732,373052,630.04,val-732,unique-00036732,true,2020-01-01T10:12:12.000732Z,2022-01-02,367.32,232
36733,808813,631.01,val-733,unique-00036733,false,2020-01-01T10:12:13.000733Z,2022-01-03,367.33,233
36734,244574,631.98,val-734,unique-00036734,false,2020-01-01T10:12:14.000734Z,2022-01-04,367.34,234
36735,680335,632.95,val-735,unique-00036735,true,2020-01-01T10:12:15.000735Z,2022-01-05,367.35,235
36736,116096,633.92,val-736,unique-00036736,false,2020-01-01T10:12:16.000736Z,2022-01-06,367.36,
36737,551857,634.89,val-737,unique-00036737,false,2020-01-01T10:12:17.000737Z,2022-01-07,367.37,237
36738,987618,635.86,val-738,unique-00036738,true,2020-01-01T10:12:18.000738Z,2022-01-08,367.38,238
36739,423379,636.83,val-739,unique-00036739,false,2020-01-01T10:12:19.000739Z,2022-01-09,367.39,239
36740,859140,637.8,val-740,unique-00036740,false,2020-01-01T10:12:20.000740Z,2022-01-10,367.4,240
36741,294901,638.77,val-741,unique-00036741,true,2020-01-01T10:12:21.000741Z,2022-01-11,367.41,241
36742,730662,639.74,val-742,unique-00036742,false,2020-01-01T10:12:22.000742Z,2022-01-12,367.42,242
36743,166423,640.71,val-743,unique-00036743,false,2020-01-01T10:12:23.000743Z,2022-01-13,367.43,
36744,602184,641.68,val-744,unique-00036744,true,2020-01-01T10:12:24.000744Z,2022-01-14,367.44,244
36745,37945,642.65,val-745,unique-00036745,false,2020-01-01T10:12:25.000745Z,2022-01-15,367.45,245
36746,473706,643.62,val-746,unique-00036746,false,2020-01-01T10:12:26.000746Z,2022-01-16,367.46,246
36747,909467,644.59,val-747,unique-00036747,true,2020-01-01T10:12:27.000747Z,2022-01-17,367.47,247
36748,345228,645.56,val-748,unique-00036748,false,2020-01-01T10:12:28.000748Z,2022-01-18,367.48,248
36749,780989,646.53,val-749,unique-00036749,false,2020-01-01T10:12:29.000749Z,2022-01-19,367.49,249
36750,216750,647.5,val-750,unique-00036750,true,2020-01-01T10:12:30.000750Z,2022-01-20,367.5,
36751,652511,648.47,val-751,unique-00036751,false,2020-01-01T10:12:31.000751Z,2022-01-21,367.51,251
36752,88272,649.44,val-752,unique-00036752,false,2020-01-01T10:12:32.000752Z,2022-01-22,367.52,252
36753,524033,650.41,val-753,unique-00036753,true,2020-01-01T10:12:33.000753Z,2022-01-23,367.53,253
36754,959794,651.38,val-754,unique-00036754,false,2020-01-01T10:12:34.000754Z,2022-01-24,367.54,254
36755,395555,652.35,val-755,unique-00036755,false,2020-01-01T10:12:35.000755Z,2022-01-25,367.55,255
36756,831316,653.32,val-756,unique-00036756,true,2020-01-01T10:12:36.000756Z,2022-01-26,367.56,256
36757,267077,654.29,val-757,unique-00036757,false,2020-01-01T10:12:37.000757Z,2022-01-27,367.57,
36758,702838,655.26,val-758,unique-00036758,false,2020-01-01T10:12:38.000758Z,2022-01-28,367.58,258
36759,138599,656.23,val-759,unique-00036759,true,2020-01-01T10:12:39.000759Z,2022-01-29,367.59,259
36760,574360,657.2,val-760,unique-00036760,false,2020-01-01T10:12:40.000760Z,2022-01-30,367.6,260
36761,10121,658.17,val-761,unique-00036761,false,2020-01-01T10:12:41.000761Z,2022-01-31,367.61,261
36762,445882,659.14,val-762,unique-00036762,true,2020-01-01T10:12:42.000762Z,2022-02-01,367.62,262
36763,881643,660.11,val-763,unique-00036763,false,2020-01-01T10:12:43.000763Z,2022-02-02,367.63,263
36764,317404,661.08,val-764,unique-00036764,false,2020-01-01T10:12:44.000764Z,2022-02-03,367.64,
36765,753165,662.05,val-765,unique-00036765,true,2020-01-01T10:12:45.000765Z,2022-02-04,367.65,265
36766,188926,663.02,val-766,unique-00036766,false,2020-01-01T10:12:46.000766Z,2022-02-05,367.66,266
36767,624687,663.99,val-767,unique-00036767,false,2020-01-01T10:12:47.000767Z,2022-02-06,367.67,267
36768,60448,664.96,val-768,unique-00036768,true,2020-01-01T10:12:48.000768Z,2022-02-07,367.68,268
36769,496209,665.93,val-769,unique-00036769,false,2020-01-01T10:12:49.000769Z,2022-02-08,367.69,269
36770,931970,666.9,val-770,unique-00036770,false,2020-01-01T10:12:50.000770Z,2022-02-09,367.7,270
36771,367731,667.87,val-771,unique-00036771,true,2020-01-01T10:12:51.000771Z,2022-02-10,367.71,
36772,803492,668.84,val-772,unique-00036772,false,2020-01-01T10:12:52.000772Z,2022-02-11,367.72,272
36773,239253,669.81,val-773,unique-00036773,false,2020-01-01T10:12:53.000773Z,2022-02-12,367.73,273
36774,675014,670.78,val-774,unique-00036774,true,2020-01-01T10:12:54.000774Z,2022-02-13,367.74,274
36775,110775,671.75,val-775,unique-00036775,false,2020-01-01T10:12:55.000775Z,2022-02-14,367.75,275
36776,546536,672.72,val-776,unique-00036776,false,2020-01-01T10:12:56.000776Z,2022-02-15,367.76,276
36777,982297,673.69,val-777,unique-00036777,true,2020-01-01T10:12:57.000777Z,2022-02-16,367.77,277
36778,418058,674.66,val-778,unique-00036778,false,2020-01-01T10:12:58.000778Z,2022-02-17,367.78,
36779,853819,675.63,val-779,unique-00036779,false,2020-01-01T10:12:59.000779Z,2022-02-18,367.79,279
36780,289580,676.6,val-780,unique-00036780,true,2020-01-01T10:13:00.000780Z,2022-02-19,367.8,280
36781,725341,677.57,val-781,unique-00036781,false,2020-01-01T10:13:01.000781Z,2022-02-20,367.81,281
36782,161102,678.54,val-782,unique-00036782,false,2020-01-01T10:13:02.000782Z,2022-02-21,367.82,282
36783,596863,679.51,val-783,unique-00036783,true,2020-01-01T10:13:03.000783Z,2022-02-22,367.83,283
36784,32624,680.48,val-784,unique-00036784,false,2020-01-01T10:13:04.000784Z,2022-02-23,367.84,284
36785,468385,681.45,val-785,unique-00036785,false,2020-01-01T10:13:05.000785Z,2022-02-24,367.85,
36786,904146,682.42,val-786,unique-00036786,true,2020-01-01T10:13:06.000786Z,2022-02-25,367.86,286
36787,339907,683.39,val-787,unique-00036787,false,2020-01-01T10:13:07.000787Z,2022-02-26,367.87,287
36788,775668,684.36,val-788,unique-00036788,false,2020-01-01T10:13:08.000788Z,2022-02-27,367.88,288
36789,211429,685.33,val-789,unique-00036789,true,2020-01-01T10:13:09.000789Z,2022-02-28,367.89,289
36790,647190,686.3,val-790,unique-00036790,false,2020-01-01T10:13:10.000790Z,2022-03-01,367.9,290
36791,82951,687.27,val-791,unique-00036791,false,2020-01-01T10:13:11.000791Z,2022-03-02,367.91,291
36792,518712,688.24,val-792,unique-00036792,true,2020-01-01T10:13:12.000792Z,2022-03-03,367.92,
36793,954473,689.21,val-793,unique-00036793,false,2020-01-01T10:13:13.000793Z,2022-03-04,367.93,293
36794,390234,690.18,val-794,unique-00036794,false,2020-01-01T10:13:14.000794Z,2022-03-05,367.94,294
36795,825995,691.15,val-795,unique-00036795,true,2020-01-01T10:13:15.000795Z,2022-03-06,367.95,295
36796,261756,692.12,val-796,unique-00036796,false,2020-01-01T10:13:16.000796Z,2022-03-07,367.96,296
36797,697517,693.09,val-797,unique-00036797,false,2020-01-01T10:13:17.000797Z,2022-03-08,367.97,297
36798,133278,694.06,val-798,unique-00036798,true,2020-01-01T10:13:18.000798Z,2022-03-09,367.98,298
36799,569039,695.03,val-799,unique-00036799,false,2020-01-01T10:13:19.000799Z,2022-03-10,367.99,
36800,4800,696.0,val-800,unique-00036800,false,2020-01-01T10:13:20.000800Z,2022-03-11,368,300
36801,440561,696.97,val-801,unique-00036801,true,2020-01-01T10:13:21.000801Z,2022-03-12,368.01,301
36802,876322,697.94,val-802,unique-00036802,false,2020-01-01T10:13:22.000802Z,2022-03-13,368.02,302
36803,312083,698.91,val-803,unique-00036803,false,2020-01-01T10:13:23.000803Z,2022-03-14,368.03,303
36804,747844,699.88,val-804,unique-00036804,true,2020-01-01T10:13:24.000804Z,2022-03-15,368.04,304
36805,183605,700.85,val-805,unique-00036805,false,2020-01-01T10:13:25.000805Z,2022-03-16,368.05,305
36806,619366,701.82,val-806,unique-00036806,false,2020-01-01T10:13:26.000806Z,2022-03-17,368.06,
36807,55127,702.79,val-807,unique-00036807,true,2020-01-01T10:13:27.000807Z,2022-03-18,368.07,307
36808,490888,703.76,val-808,unique-00036808,false,2020-01-01T10:13:28.000808Z,2022-03-19,368.08,308
36809,926649,704.73,val-809,unique-00036809,false,2020-01-01T10:13:29.000809Z,2022-03-20,368.09,309
36810,362410,705.7,val-810,unique-00036810,true,2020-01-01T10:13:30.000810Z,2022-03-21,368.1,310
36811,798171,706.67,val-811,unique-00036811,false,2020-01-01T10:13:31.000811Z,2022-03-22,368.11,311
36812,233932,707.64,val-812,unique-00036812,false,2020-01-01T10:13:32.000812Z,2022-03-23,368.12,312
36813,669693,708.61,val-813,unique-00036813,true,2020-01-01T10:13:33.000813Z,2022-03-24,368.13,
36814,105454,709.58,val-814,unique-00036814,false,2020-01-01T10:13:34.000814Z,2022-03-25,368.14,314
36815,541215,710.55,val-815,unique-00036815,false,2020-01-01T10:13:35.000815Z,2022-03-26,368.15,315
36816,976976,711.52,val-816,unique-00036816,true,2020-01-01T10:13:36.000816Z,2022-03-27,368.16,316
36817,412737,712.49,val-817,unique-00036817,false,2020-01-01T10:13:37.000817Z,2022-03-28,368.17,317
36818,848498,713.46,val-818,unique-00036818,false,2020-01-01T10:13:38.000818Z,2022-03-29,368.18,318
36819,284259,714.43,val-819,unique-00036819,true,2020-01-01T10:13:39.000819Z,2022-03-30,368.19,319
36820,720020,715.4,val-820,unique-00036820,false,2020-01-01T10:13:40.000820Z,2022-03-31,368.2,
36821,155781,716.37,val-821,unique-00036821,false,2020-01-01T10:13:41.000821Z,2022-04-01,368.21,321
36822,591542,717.34,val-822,unique-00036822,true,2020-01-01T10:13:42.000822Z,2022-04-02,368.22,322
36823,27303,718.31,val-823,unique-00036823,false,2020-01-01T10:13:43.000823Z,2022-04-03,368.23,323
36824,463064,719.28,val-824,unique-00036824,false,2020-01-01T10:13:44.000824Z,2022-04-04,368.24,324
36825,898825,720.25,val-825,unique-00036825,true,2020-01-01T10:13:45.000825Z,2022-04-05,368.25,325
36826,334586,721.22,val-826,unique-00036826,false,2020-01-01T10:13:46.000826Z,2022-04-06,368.26,326
36827,770347,722.19,val-827,unique-00036827,false,2020-01-01T10:13:47.000827Z,2022-04-07,368.27,
36828,206108,723.16,val-828,unique-00036828,true,2020-01-01T10:13:48.000828Z,2022-04-08,368.28,328
36829,641869,724.13,val-829,unique-00036829,false,2020-01-01T10:13:49.000829Z,2022-04-09,368.29,329
36830,77630,725.1,val-830,unique-00036830,false,2020-01-01T10:13:50.000830Z,2022-04-10,368.3,330
36831,513391,726.07,val-831,unique-00036831,true,2020-01-01T10:13:51.000831Z,2022-04-11,368.31,331
36832,949152,727.04,val-832,unique-00036832,false,2020-01-01T10:13:52.000832Z,2022-04-12,368.32,332
36833,384913,728.01,val-833,unique-00036833,false,2020-01-01T10:13:53.000833Z,2022-04-13,368.33,333
36834,820674,728.98,val-834,unique-00036834,true,2020-01-01T10:13:54.000834Z,2022-04-14,368.34,
36835,256435,729.95,val-835,unique-00036835,false,2020-01-01T10:13:55.000835Z,2022-04-15,368.35,335
36836,692196,730.92,val-836,unique-00036836,false,2020-01-01T10:13:56.000836Z,2022-04-16,368.36,336
36837,127957,731.89,val-837,unique-00036837,true,2020-01-01T10:13:57.000837Z,2022-04-17,368.37,337
36838,563718,732.86,val-838,unique-00036838,false,2020-01-01T10:13:58.000838Z,2022-04-18,368.38,338
36839,999479,733.83,val-839,unique-00036839,false,2020-01-01T10:13:59.000839Z,2022-04-19,368.39,339
36840,435240,734.8,val-840,unique-00036840,true,2020-01-01T10:14:00.000840Z,2022-04-20,368.4,340
36841,871001,735.77,val-841,unique-00036841,false,2020-01-01T10:14:01.000841Z,2022-04-21,368.41,
36842,306762,736.74,val-842,unique-00036842,false,2020-01-01T10:14:02.000842Z,2022-04-22,368.42,342
36843,742523,737.71,val-843,unique-00036843,true,2020-01-01T10:14:03.000843Z,2022-04-23,368.43,343
36844,178284,738.68,val-844,unique-00036844,false,2020-01-01T10:14:04.000844Z,2022-04-24,368.44,344
36845,614045,739.65,val-845,unique-00036845,false,2020-01-01T10:14:05.000845Z,2022-04-25,368.45,345
36846,49806,740.62,val-846,unique-00036846,true,2020-01-01T10:14:06.000846Z,2022-04-26,368.46,346
36847,485567,741.59,val-847,unique-00036847,false,2020-01-01T10:14:07.000847Z,2022-04-27,368.47,347
36848,921328,742.56,val-848,unique-00036848,false,2020-01-01T10:14:08.000848Z,2022-04-28,368.48,
36849,357089,743.53,val-849,unique-00036849,true,2020-01-01T10:14:09.000849Z,2022-04-29,368.49,349
36850,792850,744.5,val-850,unique-00036850,false,2020-01-01T10:14:10.000850Z,2022-04-30,368.5,350
36851,228611,745.47,val-851,unique-00036851,false,2020-01-01T10:14:11.000851Z,2022-05-01,368.51,351
36852,664372,746.44,val-852,unique-00036852,true,2020-01-01T10:14:12.000852Z,2022-05-02,368.52,352
36853,100133,747.41,val-853,unique-00036853,false,2020-01-01T10:14:13.000853Z,2022-05-03,368.53,353
36854,535894,748.38,val-854,unique-00036854,false,2020-01-01T10:14:14.000854Z,2022-05-04,368.54,354
36855,971655,749.35,val-855,unique-00036855,true,2020-01-01T10:14:15.000855Z,2022-05-05,368.55,
36856,407416,750.32,val-856,unique-00036856,false,2020-01-01T10:14:16.000856Z,2022-05-06,368.56,356
36857,843177,751.29,val-857,unique-00036857,false,2020-01-01T10:14:17.000857Z,2022-05-07,368.57,357
36858,278938,752.26,val-858,unique-00036858,true,2020-01-01T10:14:18.000858Z,2022-05-08,368.58,358
36859,714699,753.23,val-859,unique-00036859,false,2020-01-01T10:14:19.000859Z,2022-05-09,368.59,359
36860,150460,754.2,val-860,unique-00036860,false,2020-01-01T10:14:20.000860Z,2022-05-10,368.6,360
36861,586221,755.17,val-861,unique-00036861,true,2020-01-01T10:14:21.000861Z,2022-05-11,368.61,361
36862,21982,756.14,val-862,unique-00036862,false,2020-01-01T10:14:22.000862Z,2022-05-12,368.62,
36863,457743,757.11,val-863,unique-00036863,false,2020-01-01T10:14:23.000863Z,2022-05-13,368.63,363
36864,893504,758.08,val-864,unique-00036864,true,2020-01-01T10:14:24.000864Z,2022-05-14,368.64,364
36865,329265,759.05,val-865,unique-00036865,false,2020-01-01T10:14:25.000865Z,2022-05-15,368.65,365
36866,765026,760.02,val-866,unique-00036866,false,2020-01-01T10:14:26.000866Z,2022-05-16,368.66,366
36867,200787,760.99,val-867,unique-00036867,true,2020-01-01T10:14:27.000867Z,2022-05-17,368.67,367
36868,636548,761.96,val-868,unique-00036868,false,2020-01-01T10:14:28.000868Z,2022-05-18,368.68,368
36869,72309,762.93,val-869,unique-00036869,false,2020-01-01T10:14:29.000869Z,2022-05-19,368.69,
36870,508070,763.9,val-870,unique-00036870,true,2020-01-01T10:14:30.000870Z,2022-05-20,368.7,370
36871,943831,764.87,val-871,unique-00036871,false,2020-01-01T10:14:31.000871Z,2022-05-21,368.71,371
36872,379592,765.84,val-872,unique-00036872,false,2020-01-01T10:14:32.000872Z,2022-05-22,368.72,372
36873,815353,766.81,val-873,unique-00036873,true,2020-01-01T10:14:33.000873Z,2022-05-23,368.73,373
36874,251114,767.78,val-874,unique-00036874,false,2020-01-01T10:14:34.000874Z,2022-05-24,368.74,374
36875,686875,768.75,val-875,unique-00036875,false,2020-01-01T10:14:35.000875Z,2022-05-25,368.75,375
36876,122636,769.72,val-876,unique-00036876,true,2020-01-01T10:14:36.000876Z,2022-05-26,368.76,
36877,558397,770.69,val-877,unique-00036877,false,2020-01-01T10:14:37.000877Z,2022-05-27,368.77,377
36878,994158,771.66,val-878,unique-00036878,false,2020-01-01T10:14:38.000878Z,2022-05-28,368.78,378
36879,429919,772.63,val-879,unique-00036879,true,2020-01-01T10:14:39.000879Z,2022-05-29,368.79,379
36880,865680,773.6,val-880,unique-00036880,false,2020-01-01T10:14:40.000880Z,2022-05-30,368.8,380
36881,301441,774.57,val-881,unique-00036881,false,2020-01-01T10:14:41.000881Z,2022-05-31,368.81,381
36882,737202,775.54,val-882,unique-00036882,true,2020-01-01T10:14:42.000882Z,2022-06-01,368.82,382
36883,172963,776.51,val-883,unique-00036883,false,2020-01-01T10:14:43.000883Z,2022-06-02,368.83,
36884,608724,777.48,val-884,unique-00036884,false,2020-01-01T10:14:44.000884Z,2022-06-03,368.84,384
36885,44485,778.45,val-885,unique-00036885,true,2020-01-01T10:14:45.000885Z,2022-06-04,368.85,385
36886,480246,779.42,val-886,unique-00036886,false,2020-01-01T10:14:46.000886Z,2022-06-05,368.86,386
36887,916007,780.39,val-887,unique-00036887,false,2020-01-01T10:14:47.000887Z,2022-06-06,368.87,387
36888,351768,781.36,val-888,unique-00036888,true,2020-01-01T10:14:48.000888Z,2022-06-07,368.88,388
36889,787529,782.33,val-889,unique-00036889,false,2020-01-01T10:14:49.000889Z,2022-06-08,368.89,389
36890,223290,783.3,val-890,unique-00036890,false,2020-01-01T10:14:50.000890Z,2022-06-09,368.9,
36891,659051,784.27,val-891,unique-00036891,true,2020-01-01T10:14:51.000891Z,2022-06-10,368.91,391
36892,94812,785.24,val-892,unique-00036892,false,2020-01-01T10:14:52.000892Z,2022-06-11,368.92,392
36893,530573,786.21,val-893,unique-00036893,false,2020-01-01T10:14:53.000893Z,2022-06-12,368.93,393
36894,966334,787.18,val-894,unique-00036894,true,2020-01-01T10:14:54.000894Z,2022-06-13,368.94,394
36895,402095,788.15,val-895,unique-00036895,false,2020-01-01T10:14:55.000895Z,2022-06-14,368.95,395
36896,837856,789.12,val-896,unique-00036896,false,2020-01-01T10:14:56.000896Z,2022-06-15,368.96,396
36897,273617,790.09,val-897,unique-00036897,true,2020-01-01T10:14:57.000897Z,2022-06-16,368.97,
36898,709378,791.06,val-898,unique-00036898,false,2020-01-01T10:14:58.000898Z,2022-06-17,368.98,398
36899,145139,792.03,val-899,unique-00036899,false,2020-01-01T10:14:59.000899Z,2022-06-18,368.99,399
36900,580900,793.0,val-900,unique-00036900,true,2020-01-01T10:15:00.000900Z,2022-06-19,369,400
36901,16661,793.97,val-901,unique-00036901,false,2020-01-01T10:15:01.000901Z,2022-06-20,369.01,401
36902,452422,794.94,val-902,unique-00036902,false,2020-01-01T10:15:02.000902Z,2022-06-21,369.02,402
36903,888183,795.91,val-903,unique-00036903,true,2020-01-01T10:15:03.000903Z,2022-06-22,369.03,403
36904,323944,796.88,val-904,unique-00036904,false,2020-01-01T10:15:04.000904Z,2022-06-23,369.04,
36905,759705,797.85,val-905,unique-00036905,false,2020-01-01T10:15:05.000905Z,2022-06-24,369.05,405
36906,195466,798.82,val-906,unique-00036906,true,2020-01-01T10:15:06.000906Z,2022-06-25,369.06,406
36907,631227,799.79,val-907,unique-00036907,false,2020-01-01T10:15:07.000907Z,2022-06-26,369.07,407
36908,66988,800.76,val-908,unique-00036908,false,2020-01-01T10:15:08.000908Z,2022-06-27,369.08,408
36909,502749,801.73,val-909,unique-00036909,true,2020-01-01T10:15:09.000909Z,2022-06-28,369.09,409
36910,938510,802.7,val-910,unique-00036910,false,2020-01-01T10:15:10.000910Z,2022-06-29,369.1,410
36911,374271,803.67,val-911,unique-00036911,false,2020-01-01T10:15:11.000911Z,2022-06-30,369.11,
36912,810032,804.64,val-912,unique-00036912,true,2020-01-01T10:15:12.000912Z,2022-07-01,369.12,412
36913,245793,805.61,val-913,unique-00036913,false,2020-01-01T10:15:13.000913Z,2022-07-02,369.13,413
36914,681554,806.58,val-914,unique-00036914,false,2020-01-01T10:15:14.000914Z,2022-07-03,369.14,414
36915,117315,807.55,val-915,unique-00036915,true,2020-01-01T10:15:15.000915Z,2022-07-04,369.15,415
36916,553076,808.52,val-916,unique-00036916,false,2020-01-01T10:15:16.000916Z,2022-07-05,369.16,416
36917,988837,809.49,val-917,unique-00036917,false,2020-01-01T10:15:17.000917Z,2022-07-06,369.17,417
36918,424598,810.46,val-918,unique-00036918,true,2020-01-01T10:15:18.000918Z,2022-07-07,369.18,
36919,860359,811.43,val-919,unique-00036919,false,2020-01-01T10:15:19.000919Z,2022-07-08,369.19,419
36920,296120,812.4,val-920,unique-00036920,false,2020-01-01T10:15:20.000920Z,2022-07-09,369.2,420
36921,731881,813.37,val-921,unique-00036921,true,2020-01-01T10:15:21.000921Z,2022-07-10,369.21,421
36922,167642,814.34,val-922,unique-00036922,false,2020-01-01T10:15:22.000922Z,2022-07-11,369.22,422
36923,603403,815.31,val-923,unique-00036923,false,2020-01-01T10:15:23.000923Z,2022-07-12,369.23,423
36924,39164,816.28,val-924,unique-00036924,true,2020-01-01T10:15:24.000924Z,2022-07-13,369.24,424
36925,474925,817.25,val-925,unique-00036925,false,2020-01-01T10:15:25.000925Z,2022-07-14,369.25,
36926,910686,818.22,val-926,unique-00036926,false,2020-01-01T10:15:26.000926Z,2022-07-15,369.26,426
36927,346447,819.19,val-927,unique-00036927,true,2020-01-01T10:15:27.000927Z,2022-07-16,369.27,427
36928,782208,820.16,val-928,unique-00036928,false,2020-01-01T10:15:28.000928Z,2022-07-17,369.28,428
36929,217969,821.13,val-929,unique-00036929,false,2020-01-01T10:15:29.000929Z,2022-07-18,369.29,429
36930,653730,822.1,val-930,unique-00036930,true,2020-01-01T10:15:30.000930Z,2022-07-19,369.3,430
36931,89491,823.07,val-931,unique-00036931,false,2020-01-01T10:15:31.000931Z,2022-07-20,369.31,431
36932,525252,824.04,val-932,unique-00036932,false,2020-01-01T10:15:32.000932Z,2022-07-21,369.32,
36933,961013,825.01,val-933,unique-00036933,true,2020-01-01T10:15:33.000933Z,2022-07-22,369.33,433
36934,396774,825.98,val-934,unique-00036934,false,2020-01-01T10:15:34.000934Z,2022-07-23,369.34,434
36935,832535,826.95,val-935,unique-00036935,false,2020-01-01T10:15:35.000935Z,2022-07-24,369.35,435
36936,268296,827.92,val-936,unique-00036936,true,2020-01-01T10:15:36.000936Z,2022-07-25,369.36,436
36937,704057,828.89,val-937,unique-00036937,false,2020-01-01T10:15:37.000937Z,2022-07-26,369.37,437
36938,139818,829.86,val-938,unique-00036938,false,2020-01-01T10:15:38.000938Z,2022-07-27,369.38,438
36939,575579,830.83,val-939,unique-00036939,true,2020-01-01T10:15:39.000939Z,2022-07-28,369.39,
36940,11340,831.8,val-940,unique-00036940,false,2020-01-01T10:15:40.000940Z,2022-07-29,369.4,440
36941,447101,832.77,val-941,unique-00036941,false,2020-01-01T10:15:41.000941Z,2022-07-30,369.41,441
36942,882862,833.74,val-942,unique-00036942,true,2020-01-01T10:15:42.000942Z,2022-07-31,369.42,442
36943,318623,834.71,val-943,unique-00036943,false,2020-01-01T10:15:43.000943Z,2022-08-01,369.43,443
36944,754384,835.68,val-944,unique-00036944,false,2020-01-01T10:15:44.000944Z,2022-08-02,369.44,444
36945,190145,836.65,val-945,unique-00036945,true,2020-01-01T10:15:45.000945Z,2022-08-03,369.45,445
36946,625906,837.62,val-946,unique-00036946,false,2020-01-01T10:15:46.000946Z,2022-08-04,369.46,
36947,61667,838.59,val-947,unique-00036947,false,2020-01-01T10:15:47.000947Z,2022-08-05,369.47,447
36948,497428,839.56,val-948,unique-00036948,true,2020-01-01T10:15:48.000948Z,2022-08-06,369.48,448
36949,933189,840.53,val-949,unique-00036949,false,2020-01-01T10:15:49.000949Z,2022-08-07,369.49,449
36950,368950,841.5,val-950,unique-00036950,false,2020-01-01T10:15:50.000950Z,2022-08-08,369.5,450
36951,804711,842.47,val-951,unique-00036951,true,2020-01-01T10:15:51.000951Z,2022-08-09,369.51,451
36952,240472,843.44,val-952,unique-00036952,false,2020-01-01T10:15:52.000952Z,2022-08-10,369.52,452
36953,676233,844.41,val-953,unique-00036953,false,2020-01-01T10:15:53.000953Z,2022-08-11,369.53,
36954,111994,845.38,val-954,unique-00036954,true,2020-01-01T10:15:54.000954Z,2022-08-12,369.54,454
36955,547755,846.35,val-955,unique-00036955,false,2020-01-01T10:15:55.000955Z,2022-08-13,369.55,455
36956,983516,847.32,val-956,unique-00036956,false,2020-01-01T10:15:56.000956Z,2022-08-14,369.56,456
36957,419277,848.29,val-957,unique-00036957,true,2020-01-01T10:15:57.000957Z,2022-08-15,369.57,457
36958,855038,849.26,val-958,unique-00036958,false,2020-01-01T10:15:58.000958Z,2022-08-16,369.58,458
36959,290799,850.23,val-959,unique-00036959,false,2020-01-01T10:15:59.000959Z,2022-08-17,369.59,459
36960,726560,851.2,val-960,unique-00036960,true,2020-01-01T10:16:00.000960Z,2022-08-18,369.6,
36961,162321,852.17,val-961,unique-00036961,false,2020-01-01T10:16:01.000961Z,2022-08-19,369.61,461
36962,598082,853.14,val-962,unique-00036962,false,2020-01-01T10:16:02.000962Z,2022-08-20,369.62,462
36963,33843,854.11,val-963,unique-00036963,true,2020-01-01T10:16:03.000963Z,2022-08-21,369.63,463
36964,469604,855.08,val-964,unique-00036964,false,2020-01-01T10:16:04.000964Z,2022-08-22,369.64,464
36965,905365,856.05,val-965,unique-00036965,false,2020-01-01T10:16:05.000965Z,2022-08-23,369.65,465
36966,341126,857.02,val-966,unique-00036966,true,2020-01-01T10:16:06.000966Z,2022-08-24,369.66,466
36967,776887,857.99,val-967,unique-00036967,false,2020-01-01T10:16:07.000967Z,2022-08-25,369.67,
36968,212648,858.96,val-968,unique-00036968,false,2020-01-01T10:16:08.000968Z,2022-08-26,369.68,468
36969,648409,859.93,val-969,unique-00036969,true,2020-01-01T10:16:09.000969Z,2022-08-27,369.69,469
36970,84170,860.9,val-970,unique-00036970,false,2020-01-01T10:16:10.000970Z,2022-08-28,369.7,470
36971,519931,861.87,val-971,unique-00036971,false,2020-01-01T10:16:11.000971Z,2022-08-29,369.71,471
36972,955692,862.84,val-972,unique-00036972,true,2020-01-01T10:16:12.000972Z,2022-08-30,369.72,472
36973,391453,863.81,val-973,unique-00036973,false,2020-01-01T10:16:13.000973Z,2022-08-31,369.73,473
36974,827214,864.78,val-974,unique-00036974,false,2020-01-01T10:16:14.000974Z,2022-09-01,369.74,
36975,262975,865.75,val-975,unique-00036975,true,2020-01-01T10:16:15.000975Z,2022-09-02,369.75,475
36976,698736,866.72,val-976,unique-00036976,false,2020-01-01T10:16:16.000976Z,2022-09-03,369.76,476
36977,134497,867.69,val-977,unique-00036977,false,2020-01-01T10:16:17.000977Z,2022-09-04,369.77,477
36978,570258,868.66,val-978,unique-00036978,true,2020-01-01T10:16:18.000978Z,2022-09-05,369.78,478
36979,6019,869.63,val-979,unique-00036979,false,2020-01-01T10:16:19.000979Z,2022-09-06,369.79,479
36980,441780,870.6,val-980,unique-00036980,false,2020-01-01T10:16:20.000980Z,2022-09-07,369.8,480
36981,877541,871.57,val-981,unique-00036981,true,2020-01-01T10:16:21.000981Z,2022-09-08,369.81,
36982,313302,872.54,val-982,unique-00036982,false,2020-01-01T10:16:22.000982Z,2022-09-09,369.82,482
36983,749063,873.51,val-983,unique-00036983,false,2020-01-01T10:16:23.000983Z,2022-09-10,369.83,483
36984,184824,874.48,val-984,unique-00036984,true,2020-01-01T10:16:24.000984Z,2022-09-11,369.84,484
36985,620585,875.45,val-985,unique-00036985,false,2020-01-01T10:16:25.000985Z,2022-09-12,369.85,485
36986,56346,876.42,val-986,unique-00036986,false,2020-01-01T10:16:26.000986Z,2022-09-13,369.86,486
36987,492107,877.39,val-987,unique-00036987,true,2020-01-01T10:16:27.000987Z,2022-09-14,369.87,487
36988,927868,878.36,val-988,unique-00036988,false,2020-01-01T10:16:28.000988Z,2022-09-15,369.88,
36989,363629,879.33,val-989,unique-00036989,false,2020-01-01T10:16:29.000989Z,2022-09-16,369.89,489
