id,region,amount,note
2862,r2,58.94,row-02862
2863,r3,59.31,row-02863
2864,r0,59.68,row-02864
2865,r1,60.05,row-02865
2866,r2,60.42,row-02866
2867,r3,60.79,row-02867
2868,r0,61.16,row-02868
2869,r1,61.53,row-02869
2870,r2,61.9,row-02870
2871,r3,62.27,row-02871
2872,r0,62.64,row-02872
2873,r1,63.01,row-02873
2874,r2,63.38,row-02874
2875,r3,63.75,row-02875
2876,r0,64.12,row-02876
2877,r1,64.49,row-02877
2878,r2,64.86,row-02878
2879,r3,65.23,row-02879
2880,r0,65.6,row-02880
2881,r1,65.97,row-02881
2882,r2,66.34,row-02882
2883,r3,66.71,row-02883
2884,r0,67.08,row-02884
2885,r1,67.45,row-02885
2886,r2,67.82,row-02886
2887,r3,68.19,row-02887
2888,r0,68.56,row-02888
2889,r1,68.93,row-02889
2890,r2,69.3,row-02890
2891,r3,69.67,row-02891
2892,r0,70.04,row-02892
2893,r1,70.41,row-02893
2894,r2,70.78,row-02894
2895,r3,71.15,row-02895
2896,r0,71.52,row-02896
2897,r1,71.89,row-02897
2898,r2,72.26,row-02898
2899,r3,72.63,row-02899
2900,r0,73.0,row-02900
2901,r1,73.37,row-02901
2902,r2,73.74,row-02902
2903,r3,74.11,row-02903
2904,r0,74.48,row-02904
2905,r1,74.85,row-02905
2906,r2,75.22,row-02906
2907,r3,75.59,row-02907
2908,r0,75.96,row-02908
2909,r1,76.33,row-02909
2910,r2,76.7,row-02910
2911,r3,77.07,row-02911
2912,r0,77.44,row-02912
2913,r1,77.81,row-02913
2914,r2,78.18,row-02914
2915,r3,78.55,row-02915
2916,r0,78.92,row-02916
2917,r1,79.29,row-02917
2918,r2,79.66,row-02918
2919,r3,80.03,row-02919
2920,r0,80.4,row-02920
2921,r1,80.77,row-02921
2922,r2,81.14,row-02922
2923,r3,81.51,row-02923
2924,r0,81.88,row-02924
2925,r1,82.25,row-02925
2926,r2,82.62,row-02926
2927,r3,82.99,row-02927
2928,r0,83.36,row-02928
2929,r1,83.73,row-02929
2930,r2,84.1,row-02930
2931,r3,84.47,row-02931
2932,r0,84.84,row-02932
2933,r1,85.21,row-02933
2934,r2,85.58,row-02934
2935,r3,85.95,row-02935
2936,r0,86.32,row-02936
2937,r1,86.69,row-02937
2938,r2,87.06,row-02938
2939,r3,87.43,row-02939
2940,r0,87.8,row-02940
2941,r1,88.17,row-02941
2942,r2,88.54,row-02942
2943,r3,88.91,row-02943
2944,r0,89.28,row-02944
2945,r1,89.65,row-02945
2946,r2,90.02,row-02946
2947,r3,90.39,row-02947
2948,r0,90.76,row-02948
2949,r1,91.13,row-02949
2950,r2,91.5,row-02950
2951,r3,91.87,row-02951
2952,r0,92.24,row-02952
2953,r1,92.61,row-02953
2954,r2,92.98,row-02954
2955,r3,93.35,row-02955
2956,r0,93.72,row-02956
2957,r1,94.09,row-02957
2958,r2,94.46,row-02958
2959,r3,94.83,row-02959
2960,r0,95.2,row-02960
2961,r1,95.57,row-02961
2962,r2,95.94,row-02962
2963,r3,96.31,row-02963
2964,r0,96.68,row-02964
2965,r1,97.05,row-02965
2966,r2,97.42,row-02966
2967,r3,97.79,row-02967
2968,r0,98.16,row-02968
2969,r1,98.53,row-02969
2970,r2,98.9,row-02970
2971,r3,99.27,row-02971
2972,r0,99.64,row-02972
2973,r1,100.01,row-02973
2974,r2,100.38,row-02974
2975,r3,100.75,row-02975
2976,r0,101.12,row-02976
2977,r1,101.49,row-02977
2978,r2,101.86,row-02978
2979,r3,102.23,row-02979
2980,r0,102.6,row-02980
2981,r1,102.97,row-02981
2982,r2,103.34,row-02982
2983,r3,103.71,row-02983
2984,r0,104.08,row-02984
2985,r1,104.45,row-02985
2986,r2,104.82,row-02986
2987,r3,105.19,row-02987
2988,r0,105.56,row-02988
2989,r1,105.93,row-02989
2990,r2,106.3,row-02990
2991,r3,106.67,row-02991
2992,r0,107.04,row-02992
2993,r1,107.41,row-02993
2994,r2,107.78,row-02994
2995,r3,108.15,row-02995
2996,r0,108.52,row-02996
2997,r1,108.89,row-02997
2998,r2,109.26,row-02998
2999,r3,109.63,row-02999
3000,r0,110.0,row-03000
3001,r1,110.37,row-03001
3002,r2,110.74,row-03002
3003,r3,111.11,row-03003
3004,r0,111.48,row-03004
3005,r1,111.85,row-03005
3006,r2,112.22,row-03006
3007,r3,112.59,row-03007
3008,r0,112.96,row-03008
3009,r1,113.33,row-03009
3010,r2,113.7,row-03010
3011,r3,114.07,row-03011
3012,r0,114.44,row-03012
3013,r1,114.81,row-03013
3014,r2,115.18,row-03014
3015,r3,115.55,row-03015
3016,r0,115.92,row-03016
3017,r1,116.29,row-03017
3018,r2,116.66,row-03018
3019,r3,117.03,row-03019
3020,r0,117.4,row-03020
3021,r1,117.77,row-03021
3022,r2,118.14,row-03022
3023,r3,118.51,row-03023
3024,r0,118.88,row-03024
3025,r1,119.25,row-03025
3026,r2,119.62,row-03026
3027,r3,119.99,row-03027
3028,r0,120.36,row-03028
3029,r1,120.73,row-03029
3030,r2,121.1,row-03030
3031,r3,121.47,row-03031
3032,r0,121.84,row-03032
3033,r1,122.21,row-03033
3034,r2,122.58,row-03034
3035,r3,122.95,row-03035
3036,r0,123.32,row-03036
3037,r1,123.69,row-03037
3038,r2,124.06,row-03038
3039,r3,124.43,row-03039
3040,r0,124.8,row-03040
3041,r1,125.17,row-03041
3042,r2,125.54,row-03042
3043,r3,125.91,row-03043
3044,r0,126.28,row-03044
3045,r1,126.65,row-03045
3046,r2,127.02,row-03046
3047,r3,127.39,row-03047
3048,r0,127.76,row-03048
3049,r1,128.13,row-03049
3050,r2,128.5,row-03050
3051,r3,128.87,row-03051
3052,r0,129.24,row-03052
3053,r1,129.61,row-03053
3054,r2,129.98,row-03054
3055,r3,130.35,row-03055
3056,r0,130.72,row-03056
3057,r1,131.09,row-03057
3058,r2,131.46,row-03058
3059,r3,131.83,row-03059
3060,r0,132.2,row-03060
3061,r1,132.57,row-03061
3062,r2,132.94,row-03062
3063,r3,133.31,row-03063
3064,r0,133.68,row-03064
3065,r1,134.05,row-03065
3066,r2,134.42,row-03066
3067,r3,134.79,row-03067
3068,r0,135.16,row-03068
3069,r1,135.53,row-03069
3070,r2,135.9,row-03070
3071,r3,136.27,row-03071
3072,r0,136.64,row-03072
3073,r1,137.01,row-03073
3074,r2,137.38,row-03074
3075,r3,137.75,row-03075
3076,r0,138.12,row-03076
3077,r1,138.49,row-03077
3078,r2,138.86,row-03078
3079,r3,139.23,row-03079
3080,r0,139.6,row-03080
3081,r1,139.97,row-03081
3082,r2,140.34,row-03082
3083,r3,140.71,row-03083
3084,r0,141.08,row-03084
3085,r1,141.45,row-03085
3086,r2,141.82,row-03086
3087,r3,142.19,row-03087
3088,r0,142.56,row-03088
3089,r1,142.93,row-03089
3090,r2,143.3,row-03090
3091,r3,143.67,row-03091
3092,r0,144.04,row-03092
3093,r1,144.41,row-03093
3094,r2,144.78,row-03094
3095,r3,145.15,row-03095
3096,r0,145.52,row-03096
3097,r1,145.89,row-03097
3098,r2,146.26,row-03098
3099,r3,146.63,row-03099
3100,r0,147.0,row-03100
3101,r1,147.37,row-03101
3102,r2,147.74,row-03102
3103,r3,148.11,row-03103
3104,r0,148.48,row-03104
3105,r1,148.85,row-03105
3106,r2,149.22,row-03106
3107,r3,149.59,row-03107
3108,r0,149.96,row-03108
3109,r1,150.33,row-03109
3110,r2,150.7,row-03110
3111,r3,151.07,row-03111
3112,r0,151.44,row-03112
3113,r1,151.81,row-03113
3114,r2,152.18,row-03114
3115,r3,152.55,row-03115
3116,r0,152.92,row-03116
3117,r1,153.29,row-03117
3118,r2,153.66,row-03118
3119,r3,154.03,row-03119
3120,r0,154.4,row-03120
3121,r1,154.77,row-03121
3122,r2,155.14,row-03122
3123,r3,155.51,row-03123
3124,r0,155.88,row-03124
3125,r1,156.25,row-03125
3126,r2,156.62,row-03126
3127,r3,156.99,row-03127
3128,r0,157.36,row-03128
3129,r1,157.73,row-03129
3130,r2,158.1,row-03130
3131,r3,158.47,row-03131
3132,r0,158.84,row-03132
3133,r1,159.21,row-03133
3134,r2,159.58,row-03134
3135,r3,159.95,row-03135
3136,r0,160.32,row-03136
3137,r1,160.69,row-03137
3138,r2,161.06,row-03138
3139,r3,161.43,row-03139
3140,r0,161.8,row-03140
3141,r1,162.17,row-03141
3142,r2,162.54,row-03142
3143,r3,162.91,row-03143
3144,r0,163.28,row-03144
3145,r1,163.65,row-03145
3146,r2,164.02,row-03146
3147,r3,164.39,row-03147
3148,r0,164.76,row-03148
3149,r1,165.13,row-03149
3150,r2,165.5,row-03150
3151,r3,165.87,row-03151
3152,r0,166.24,row-03152
3153,r1,166.61,row-03153
3154,r2,166.98,row-03154
3155,r3,167.35,row-03155
3156,r0,167.72,row-03156
3157,r1,168.09,row-03157
3158,r2,168.46,row-03158
3159,r3,168.83,row-03159
3160,r0,169.2,row-03160
3161,r1,169.57,row-03161
3162,r2,169.94,row-03162
3163,r3,170.31,row-03163
3164,r0,170.68,row-03164
3165,r1,171.05,row-03165
3166,r2,171.42,row-03166
3167,r3,171.79,row-03167
3168,r0,172.16,row-03168
3169,r1,172.53,row-03169
3170,r2,172.9,row-03170
3171,r3,173.27,row-03171
3172,r0,173.64,row-03172
3173,r1,174.01,row-03173
3174,r2,174.38,row-03174
3175,r3,174.75,row-03175
3176,r0,175.12,row-03176
3177,r1,175.49,row-03177
3178,r2,175.86,row-03178
3179,r3,176.23,row-03179
3180,r0,176.6,row-03180
3181,r1,176.97,row-03181
3182,r2,177.34,row-03182
3183,r3,177.71,row-03183
3184,r0,178.08,row-03184
3185,r1,178.45,row-03185
3186,r2,178.82,row-03186
3187,r3,179.19,row-03187
3188,r0,179.56,row-03188
3189,r1,179.93,row-03189
3190,r2,180.3,row-03190
3191,r3,180.67,row-03191
3192,r0,181.04,row-03192
3193,r1,181.41,row-03193
3194,r2,181.78,row-03194
3195,r3,182.15,row-03195
3196,r0,182.52,row-03196
3197,r1,182.89,row-03197
3198,r2,183.26,row-03198
3199,r3,183.63,row-03199
3200,r0,184.0,row-03200
3201,r1,184.37,row-03201
3202,r2,184.74,row-03202
3203,r3,185.11,row-03203
3204,r0,185.48,row-03204
3205,r1,185.85,row-03205
3206,r2,186.22,row-03206
3207,r3,186.59,row-03207
3208,r0,186.96,row-03208
3209,r1,187.33,row-03209
3210,r2,187.7,row-03210
3211,r3,188.07,row-03211
3212,r0,188.44,row-03212
3213,r1,188.81,row-03213
3214,r2,189.18,row-03214
3215,r3,189.55,row-03215
3216,r0,189.92,row-03216
3217,r1,190.29,row-03217
3218,r2,190.66,row-03218
3219,r3,191.03,row-03219
3220,r0,191.4,row-03220
3221,r1,191.77,row-03221
3222,r2,192.14,row-03222
3223,r3,192.51,row-03223
3224,r0,192.88,row-03224
3225,r1,193.25,row-03225
3226,r2,193.62,row-03226
3227,r3,193.99,row-03227
3228,r0,194.36,row-03228
3229,r1,194.73,row-03229
3230,r2,195.1,row-03230
3231,r3,195.47,row-03231
3232,r0,195.84,row-03232
3233,r1,196.21,row-03233
3234,r2,196.58,row-03234
3235,r3,196.95,row-03235
3236,r0,197.32,row-03236
3237,r1,197.69,row-03237
3238,r2,198.06,row-03238
3239,r3,198.43,row-03239
3240,r0,198.8,row-03240
3241,r1,199.17,row-03241
3242,r2,199.54,row-03242
3243,r3,199.91,row-03243
3244,r0,200.28,row-03244
3245,r1,200.65,row-03245
3246,r2,201.02,row-03246
3247,r3,201.39,row-03247
3248,r0,201.76,row-03248
3249,r1,202.13,row-03249
3250,r2,202.5,row-03250
3251,r3,202.87,row-03251
3252,r0,203.24,row-03252
3253,r1,203.61,row-03253
3254,r2,203.98,row-03254
3255,r3,204.35,row-03255
3256,r0,204.72,row-03256
3257,r1,205.09,row-03257
3258,r2,205.46,row-03258
3259,r3,205.83,row-03259
3260,r0,206.2,row-03260
3261,r1,206.57,row-03261
3262,r2,206.94,row-03262
3263,r3,207.31,row-03263
3264,r0,207.68,row-03264
3265,r1,208.05,row-03265
3266,r2,208.42,row-03266
3267,r3,208.79,row-03267
3268,r0,209.16,row-03268
3269,r1,209.53,row-03269
3270,r2,209.9,row-03270
3271,r3,210.27,row-03271
3272,r0,210.64,row-03272
3273,r1,211.01,row-03273
3274,r2,211.38,row-03274
3275,r3,211.75,row-03275
3276,r0,212.12,row-03276
3277,r1,212.49,row-03277
3278,r2,212.86,row-03278
3279,r3,213.23,row-03279
3280,r0,213.6,row-03280
3281,r1,213.97,row-03281
3282,r2,214.34,row-03282
3283,r3,214.71,row-03283
3284,r0,215.08,row-03284
3285,r1,215.45,row-03285
3286,r2,215.82,row-03286
3287,r3,216.19,row-03287
3288,r0,216.56,row-03288
3289,r1,216.93,row-03289
3290,r2,217.3,row-03290
3291,r3,217.67,row-03291
3292,r0,218.04,row-03292
3293,r1,218.41,row-03293
3294,r2,218.78,row-03294
3295,r3,219.15,row-03295
3296,r0,219.52,row-03296
3297,r1,219.89,row-03297
3298,r2,220.26,row-03298
3299,r3,220.63,row-03299
3300,r0,221.0,row-03300
3301,r1,221.37,row-03301
3302,r2,221.74,row-03302
3303,r3,222.11,row-03303
3304,r0,222.48,row-03304
3305,r1,222.85,row-03305
3306,r2,223.22,row-03306
3307,r3,223.59,row-03307
3308,r0,223.96,row-03308
3309,r1,224.33,row-03309
3310,r2,224.7,row-03310
3311,r3,225.07,row-03311
3312,r0,225.44,row-03312
3313,r1,225.81,row-03313
3314,r2,226.18,row-03314
3315,r3,226.55,row-03315
3316,r0,226.92,row-03316
3317,r1,227.29,row-03317
3318,r2,227.66,row-03318
3319,r3,228.03,row-03319
3320,r0,228.4,row-03320
3321,r1,228.77,row-03321
3322,r2,229.14,row-03322
3323,r3,229.51,row-03323
3324,r0,229.88,row-03324
3325,r1,230.25,row-03325
3326,r2,230.62,row-03326
3327,r3,230.99,row-03327
3328,r0,231.36,row-03328
3329,r1,231.73,row-03329
3330,r2,232.1,row-03330
3331,r3,232.47,row-03331
3332,r0,232.84,row-03332
3333,r1,233.21,row-03333
3334,r2,233.58,row-03334
3335,r3,233.95,row-03335
3336,r0,234.32,row-03336
3337,r1,234.69,row-03337
3338,r2,235.06,row-03338
3339,r3,235.43,row-03339
3340,r0,235.8,row-03340
3341,r1,236.17,row-03341
3342,r2,236.54,row-03342
3343,r3,236.91,row-03343
3344,r0,237.28,row-03344
3345,r1,237.65,row-03345
3346,r2,238.02,row-03346
3347,r3,238.39,row-03347
3348,r0,238.76,row-03348
3349,r1,239.13,row-03349
3350,r2,239.5,row-03350
3351,r3,239.87,row-03351
3352,r0,240.24,row-03352
3353,r1,240.61,row-03353
3354,r2,240.98,row-03354
3355,r3,241.35,row-03355
3356,r0,241.72,row-03356
3357,r1,242.09,row-03357
3358,r2,242.46,row-03358
3359,r3,242.83,row-03359
3360,r0,243.2,row-03360
3361,r1,243.57,row-03361
3362,r2,243.94,row-03362
3363,r3,244.31,row-03363
3364,r0,244.68,row-03364
3365,r1,245.05,row-03365
3366,r2,245.42,row-03366
3367,r3,245.79,row-03367
3368,r0,246.16,row-03368
3369,r1,246.53,row-03369
3370,r2,246.9,row-03370
3371,r3,247.27,row-03371
3372,r0,247.64,row-03372
3373,r1,248.01,row-03373
3374,r2,248.38,row-03374
3375,r3,248.75,row-03375
3376,r0,249.12,row-03376
3377,r1,249.49,row-03377
3378,r2,249.86,row-03378
3379,r3,250.23,row-03379
3380,r0,250.6,row-03380
3381,r1,250.97,row-03381
3382,r2,251.34,row-03382
3383,r3,251.71,row-03383
3384,r0,252.08,row-03384
3385,r1,252.45,row-03385
3386,r2,252.82,row-03386
3387,r3,253.19,row-03387
3388,r0,253.56,row-03388
3389,r1,253.93,row-03389
3390,r2,254.3,row-03390
3391,r3,254.67,row-03391
3392,r0,255.04,row-03392
3393,r1,255.41,row-03393
3394,r2,255.78,row-03394
3395,r3,256.15,row-03395
3396,r0,256.52,row-03396
3397,r1,256.89,row-03397
3398,r2,257.26,row-03398
3399,r3,257.63,row-03399
3400,r0,258.0,row-03400
3401,r1,258.37,row-03401
3402,r2,258.74,row-03402
3403,r3,259.11,row-03403
3404,r0,259.48,row-03404
3405,r1,259.85,row-03405
3406,r2,260.22,row-03406
3407,r3,260.59,row-03407
3408,r0,260.96,row-03408
3409,r1,261.33,row-03409
3410,r2,261.7,row-03410
3411,r3,262.07,row-03411
3412,r0,262.44,row-03412
3413,r1,262.81,row-03413
3414,r2,263.18,row-03414
3415,r3,263.55,row-03415
3416,r0,263.92,row-03416
3417,r1,264.29,row-03417
3418,r2,264.66,row-03418
3419,r3,265.03,row-03419
3420,r0,265.4,row-03420
3421,r1,265.77,row-03421
3422,r2,266.14,row-03422
3423,r3,266.51,row-03423
3424,r0,266.88,row-03424
3425,r1,267.25,row-03425
3426,r2,267.62,row-03426
3427,r3,267.99,row-03427
3428,r0,268.36,row-03428
3429,r1,268.73,row-03429
3430,r2,269.1,row-03430
3431,r3,269.47,row-03431
3432,r0,269.84,row-03432
3433,r1,270.21,row-03433
3434,r2,270.58,row-03434
3435,r3,270.95,row-03435
3436,r0,271.32,row-03436
3437,r1,271.69,row-03437
3438,r2,272.06,row-03438
3439,r3,272.43,row-03439
3440,r0,272.8,row-03440
3441,r1,273.17,row-03441
3442,r2,273.54,row-03442
3443,r3,273.91,row-03443
3444,r0,274.28,row-03444
3445,r1,274.65,row-03445
3446,r2,275.02,row-03446
3447,r3,275.39,row-03447
3448,r0,275.76,row-03448
3449,r1,276.13,row-03449
3450,r2,276.5,row-03450
3451,r3,276.87,row-03451
3452,r0,277.24,row-03452
3453,r1,277.61,row-03453
3454,r2,277.98,row-03454
3455,r3,278.35,row-03455
3456,r0,278.72,row-03456
3457,r1,279.09,row-03457
3458,r2,279.46,row-03458
3459,r3,279.83,row-03459
3460,r0,280.2,row-03460
3461,r1,280.57,row-03461
3462,r2,280.94,row-03462
3463,r3,281.31,row-03463
3464,r0,281.68,row-03464
3465,r1,282.05,row-03465
3466,r2,282.42,row-03466
3467,r3,282.79,row-03467
3468,r0,283.16,row-03468
3469,r1,283.53,row-03469
3470,r2,283.9,row-03470
3471,r3,284.27,row-03471
3472,r0,284.64,row-03472
3473,r1,285.01,row-03473
3474,r2,285.38,row-03474
3475,r3,285.75,row-03475
3476,r0,286.12,row-03476
3477,r1,286.49,row-03477
3478,r2,286.86,row-03478
3479,r3,287.23,row-03479
3480,r0,287.6,row-03480
3481,r1,287.97,row-03481
3482,r2,288.34,row-03482
3483,r3,288.71,row-03483
3484,r0,289.08,row-03484
3485,r1,289.45,row-03485
3486,r2,289.82,row-03486
3487,r3,290.19,row-03487
3488,r0,290.56,row-03488
3489,r1,290.93,row-03489
3490,r2,291.3,row-03490
3491,r3,291.67,row-03491
3492,r0,292.04,row-03492
3493,r1,292.41,row-03493
3494,r2,292.78,row-03494
3495,r3,293.15,row-03495
3496,r0,293.52,row-03496
3497,r1,293.89,row-03497
3498,r2,294.26,row-03498
3499,r3,294.63,row-03499
3500,r0,295.0,row-03500
3501,r1,295.37,row-03501
3502,r2,295.74,row-03502
3503,r3,296.11,row-03503
3504,r0,296.48,row-03504
3505,r1,296.85,row-03505
3506,r2,297.22,row-03506
3507,r3,297.59,row-03507
3508,r0,297.96,row-03508
3509,r1,298.33,row-03509
3510,r2,298.7,row-03510
3511,r3,299.07,row-03511
3512,r0,299.44,row-03512
3513,r1,299.81,row-03513
3514,r2,300.18,row-03514
3515,r3,300.55,row-03515
3516,r0,300.92,row-03516
3517,r1,301.29,row-03517
3518,r2,301.66,row-03518
3519,r3,302.03,row-03519
3520,r0,302.4,row-03520
3521,r1,302.77,row-03521
3522,r2,303.14,row-03522
3523,r3,303.51,row-03523
3524,r0,303.88,row-03524
3525,r1,304.25,row-03525
3526,r2,304.62,row-03526
3527,r3,304.99,row-03527
3528,r0,305.36,row-03528
3529,r1,305.73,row-03529
3530,r2,306.1,row-03530
3531,r3,306.47,row-03531
3532,r0,306.84,row-03532
3533,r1,307.21,row-03533
3534,r2,307.58,row-03534
3535,r3,307.95,row-03535
3536,r0,308.32,row-03536
3537,r1,308.69,row-03537
3538,r2,309.06,row-03538
3539,r3,309.43,row-03539
3540,r0,309.8,row-03540
3541,r1,310.17,row-03541
3542,r2,310.54,row-03542
3543,r3,310.91,row-03543
3544,r0,311.28,row-03544
3545,r1,311.65,row-03545
3546,r2,312.02,row-03546
3547,r3,312.39,row-03547
3548,r0,312.76,row-03548
3549,r1,313.13,row-03549
3550,r2,313.5,row-03550
3551,r3,313.87,row-03551
3552,r0,314.24,row-03552
3553,r1,314.61,row-03553
3554,r2,314.98,row-03554
3555,r3,315.35,row-03555
3556,r0,315.72,row-03556
3557,r1,316.09,row-03557
3558,r2,316.46,row-03558
3559,r3,316.83,row-03559
3560,r0,317.2,row-03560
3561,r1,317.57,row-03561
3562,r2,317.94,row-03562
3563,r3,318.31,row-03563
3564,r0,318.68,row-03564
3565,r1,319.05,row-03565
3566,r2,319.42,row-03566
3567,r3,319.79,row-03567
3568,r0,320.16,row-03568
3569,r1,320.53,row-03569
3570,r2,320.9,row-03570
3571,r3,321.27,row-03571
3572,r0,321.64,row-03572
3573,r1,322.01,row-03573
3574,r2,322.38,row-03574
3575,r3,322.75,row-03575
3576,r0,323.12,row-03576
3577,r1,323.49,row-03577
3578,r2,323.86,row-03578
3579,r3,324.23,row-03579
3580,r0,324.6,row-03580
3581,r1,324.97,row-03581
3582,r2,325.34,row-03582
3583,r3,325.71,row-03583
3584,r0,326.08,row-03584
3585,r1,326.45,row-03585
3586,r2,326.82,row-03586
3587,r3,327.19,row-03587
3588,r0,327.56,row-03588
3589,r1,327.93,row-03589
3590,r2,328.3,row-03590
3591,r3,328.67,row-03591
3592,r0,329.04,row-03592
3593,r1,329.41,row-03593
3594,r2,329.78,row-03594
3595,r3,330.15,row-03595
3596,r0,330.52,row-03596
3597,r1,330.89,row-03597
3598,r2,331.26,row-03598
3599,r3,331.63,row-03599
3600,r0,332.0,row-03600
3601,r1,332.37,row-03601
3602,r2,332.74,row-03602
3603,r3,333.11,row-03603
3604,r0,333.48,row-03604
3605,r1,333.85,row-03605
3606,r2,334.22,row-03606
3607,r3,334.59,row-03607
3608,r0,334.96,row-03608
3609,r1,335.33,row-03609
3610,r2,335.7,row-03610
3611,r3,336.07,row-03611
3612,r0,336.44,row-03612
3613,r1,336.81,row-03613
3614,r2,337.18,row-03614
3615,r3,337.55,row-03615
3616,r0,337.92,row-03616
3617,r1,338.29,row-03617
3618,r2,338.66,row-03618
3619,r3,339.03,row-03619
3620,r0,339.4,row-03620
3621,r1,339.77,row-03621
3622,r2,340.14,row-03622
3623,r3,340.51,row-03623
3624,r0,340.88,row-03624
3625,r1,341.25,row-03625
3626,r2,341.62,row-03626
3627,r3,341.99,row-03627
3628,r0,342.36,row-03628
3629,r1,342.73,row-03629
3630,r2,343.1,row-03630
3631,r3,343.47,row-03631
3632,r0,343.84,row-03632
3633,r1,344.21,row-03633
3634,r2,344.58,row-03634
3635,r3,344.95,row-03635
3636,r0,345.32,row-03636
3637,r1,345.69,row-03637
3638,r2,346.06,row-03638
3639,r3,346.43,row-03639
3640,r0,346.8,row-03640
3641,r1,347.17,row-03641
3642,r2,347.54,row-03642
3643,r3,347.91,row-03643
3644,r0,348.28,row-03644
3645,r1,348.65,row-03645
3646,r2,349.02,row-03646
3647,r3,349.39,row-03647
3648,r0,349.76,row-03648
3649,r1,350.13,row-03649
3650,r2,350.5,row-03650
3651,r3,350.87,row-03651
3652,r0,351.24,row-03652
3653,r1,351.61,row-03653
3654,r2,351.98,row-03654
3655,r3,352.35,row-03655
3656,r0,352.72,row-03656
3657,r1,353.09,row-03657
3658,r2,353.46,row-03658
3659,r3,353.83,row-03659
3660,r0,354.2,row-03660
3661,r1,354.57,row-03661
3662,r2,354.94,row-03662
3663,r3,355.31,row-03663
3664,r0,355.68,row-03664
3665,r1,356.05,row-03665
3666,r2,356.42,row-03666
3667,r3,356.79,row-03667
3668,r0,357.16,row-03668
3669,r1,357.53,row-03669
3670,r2,357.9,row-03670
3671,r3,358.27,row-03671
3672,r0,358.64,row-03672
3673,r1,359.01,row-03673
3674,r2,359.38,row-03674
3675,r3,359.75,row-03675
3676,r0,360.12,row-03676
3677,r1,360.49,row-03677
3678,r2,360.86,row-03678
3679,r3,361.23,row-03679
3680,r0,361.6,row-03680
3681,r1,361.97,row-03681
3682,r2,362.34,row-03682
3683,r3,362.71,row-03683
3684,r0,363.08,row-03684
3685,r1,363.45,row-03685
3686,r2,363.82,row-03686
3687,r3,364.19,row-03687
3688,r0,364.56,row-03688
3689,r1,364.93,row-03689
3690,r2,365.3,row-03690
3691,r3,365.67,row-03691
3692,r0,366.04,row-03692
3693,r1,366.41,row-03693
3694,r2,366.78,row-03694
3695,r3,367.15,row-03695
3696,r0,367.52,row-03696
3697,r1,367.89,row-03697
3698,r2,368.26,row-03698
3699,r3,368.63,row-03699
3700,r0,369.0,row-03700
3701,r1,369.37,row-03701
3702,r2,369.74,row-03702
3703,r3,370.11,row-03703
3704,r0,370.48,row-03704
3705,r1,370.85,row-03705
3706,r2,371.22,row-03706
3707,r3,371.59,row-03707
3708,r0,371.96,row-03708
3709,r1,372.33,row-03709
3710,r2,372.7,row-03710
3711,r3,373.07,row-03711
3712,r0,373.44,row-03712
3713,r1,373.81,row-03713
3714,r2,374.18,row-03714
3715,r3,374.55,row-03715
3716,r0,374.92,row-03716
3717,r1,375.29,row-03717
3718,r2,375.66,row-03718
3719,r3,376.03,row-03719
3720,r0,376.4,row-03720
3721,r1,376.77,row-03721
3722,r2,377.14,row-03722
3723,r3,377.51,row-03723
3724,r0,377.88,row-03724
3725,r1,378.25,row-03725
3726,r2,378.62,row-03726
3727,r3,378.99,row-03727
3728,r0,379.36,row-03728
3729,r1,379.73,row-03729
3730,r2,380.1,row-03730
3731,r3,380.47,row-03731
3732,r0,380.84,row-03732
3733,r1,381.21,row-03733
3734,r2,381.58,row-03734
3735,r3,381.95,row-03735
3736,r0,382.32,row-03736
3737,r1,382.69,row-03737
3738,r2,383.06,row-03738
3739,r3,383.43,row-03739
3740,r0,383.8,row-03740
3741,r1,384.17,row-03741
3742,r2,384.54,row-03742
3743,r3,384.91,row-03743
3744,r0,385.28,row-03744
3745,r1,385.65,row-03745
3746,r2,386.02,row-03746
3747,r3,386.39,row-03747
3748,r0,386.76,row-03748
3749,r1,387.13,row-03749
3750,r2,387.5,row-03750
3751,r3,387.87,row-03751
3752,r0,388.24,row-03752
3753,r1,388.61,row-03753
3754,r2,388.98,row-03754
3755,r3,389.35,row-03755
3756,r0,389.72,row-03756
3757,r1,390.09,row-03757
3758,r2,390.46,row-03758
3759,r3,390.83,row-03759
3760,r0,391.2,row-03760
3761,r1,391.57,row-03761
3762,r2,391.94,row-03762
3763,r3,392.31,row-03763
3764,r0,392.68,row-03764
3765,r1,393.05,row-03765
3766,r2,393.42,row-03766
3767,r3,393.79,row-03767
3768,r0,394.16,row-03768
3769,r1,394.53,row-03769
3770,r2,394.9,row-03770
3771,r3,395.27,row-03771
3772,r0,395.64,row-03772
3773,r1,396.01,row-03773
3774,r2,396.38,row-03774
3775,r3,396.75,row-03775
3776,r0,397.12,row-03776
3777,r1,397.49,row-03777
3778,r2,397.86,row-03778
3779,r3,398.23,row-03779
3780,r0,398.6,row-03780
3781,r1,398.97,row-03781
3782,r2,399.34,row-03782
3783,r3,399.71,row-03783
3784,r0,400.08,row-03784
3785,r1,400.45,row-03785
3786,r2,400.82,row-03786
3787,r3,401.19,row-03787
3788,r0,401.56,row-03788
3789,r1,401.93,row-03789
3790,r2,402.3,row-03790
3791,r3,402.67,row-03791
3792,r0,403.04,row-03792
3793,r1,403.41,row-03793
